county_name_panel,county_code_raw,year,county_code_key,ssb12993_region_code,ssb12993_region_label,teacher_pls_total_teachers_n,teacher_pls_full_time_teachers_n,teacher_pls_full_time_share_pct,teacher_pls_share_long_teacher_education_pct,teacher_pls_share_short_teacher_education_pct,teacher_pls_share_with_teacher_education_pct,teacher_pls_share_with_other_educational_science_pct,teacher_pls_share_without_educational_science_pct,teacher_pls_share_upper_secondary_pct,teacher_pls_share_with_pedagogical_education_pct,ssb12919_region_code,ssb12919_region_label,teacher_all_total_teachers_n,teacher_all_share_with_teacher_education_pct,teacher_all_share_with_other_educational_science_pct,teacher_all_share_with_educational_science_pct,teacher_all_share_without_educational_science_pct,teacher_all_share_upper_secondary_or_less_pct
Finnmark - Finnmárku ( - 2019),20,2016,20,20,Finnmark - Finnmárku (-2019),1469.0,1135.0,77.26344452008169,6.262763784887679,67.46085772634444,73.72362151123212,10.959836623553437,5.786249149081008,9.530292716133424,84.68345813478557,EKA20,Finnmark Finnmárk (-2019),1491.0,71.5627095908786,10.663983903420524,82.22669349429913,8.048289738430583,9.725016767270288
Finnmark - Finnmárku ( - 2019),20,2017,20,20,Finnmark - Finnmárku (-2019),1451.0,1132.0,78.01516195727085,7.443142660234321,66.09235010337699,73.5354927636113,11.09579600275672,6.547208821502412,8.821502412129565,84.63128876636802,EKA20,Finnmark Finnmárk (-2019),1476.0,71.2059620596206,10.569105691056912,81.77506775067751,9.281842818428185,8.94308943089431
Finnmark - Finnmárku ( - 2019),20,2018,20,20,Finnmark - Finnmárku (-2019),1428.0,1120.0,78.43137254901961,8.473389355742297,65.33613445378151,73.80952380952381,10.994397759103641,5.812324929971989,9.38375350140056,84.80392156862744,EKA20,Finnmark Finnmárk (-2019),1471.0,70.8361658735554,10.265125764785859,81.10129163834127,9.177430319510536,9.7212780421482
Finnmark - Finnmárku ( - 2019),20,2019,20,20,Finnmark - Finnmárku (-2019),1405.0,1115.0,79.35943060498221,10.462633451957295,64.98220640569396,75.44483985765125,10.391459074733095,4.839857651245551,9.323843416370106,85.83629893238434,EKA20,Finnmark Finnmárk (-2019),1459.0,71.28169979437972,9.732693625771075,81.01439342015078,9.252912954078136,9.732693625771075
Viken (2020 - 2023),30,2020,30,30,Viken (2020-2023),17201.0,12715.0,73.92012092320213,10.952851578396604,63.589326201965,74.54217778036161,10.417998953549212,5.6508342538224525,9.388989012266729,84.96017673391081,EKA30,Viken (2020-2023),17255.0,75.06809620399885,9.886989278470008,84.95508548246885,4.787018255578094,10.257896261953057
Viken (2020 - 2023),30,2021,30,30,Viken (2020-2023),17569.0,12966.0,73.80044396379988,12.117934999146224,61.039330639194034,73.15726563834026,11.537366953156129,5.475553531788947,9.829813876714667,84.69463259149639,EKA30,Viken (2020-2023),17517.0,73.8825141291317,11.012159616372665,84.89467374550436,4.58411828509448,10.521207969401154
Agder,42,2020,42,42,Agder,4703.0,3313.0,70.44439719328088,7.10184988305337,73.88900701679779,80.99085689985117,10.886668084201572,3.8060812247501596,4.316393791197108,91.87752498405273,EKA42,Agder,4597.0,81.33565368718729,10.332825755927779,91.66847944311507,3.2194909723732867,5.112029584511638
Agder,42,2021,42,42,Agder,4816.0,3396.0,70.51495016611295,8.471760797342192,70.63953488372093,79.11129568106313,12.271594684385382,4.049003322259137,4.568106312292359,91.3828903654485,EKA42,Agder,4729.0,78.93846479171071,11.799534785366886,90.73799957707762,3.552548107422288,5.709452315500106
Trøndelag - Trööndelage,50,2018,50,50,Trøndelag - Trööndelage,6842.0,4723.0,69.02952353113125,9.310143232972814,69.64337912890967,78.95352236188249,11.356328558900906,4.399298450745396,5.290850628471207,90.30985092078339,EKA50,Trøndelag - Trööndelage,6711.0,77.73804202056326,10.952168082253017,88.69021010281627,6.183877216510207,5.125912680673521
Trøndelag - Trööndelage,50,2019,50,50,Trøndelag - Trööndelage,6923.0,4818.0,69.59410660118446,10.602340026000288,69.37743752708363,79.97977755308392,11.61346237180413,4.015600173335259,4.391159901776687,91.59323992488805,EKA50,Trøndelag - Trööndelage,6772.0,78.76550502067336,11.163614884819847,89.92911990549321,5.80330773774365,4.267572356763143
Trøndelag - Trööndelage,50,2020,50,50,Trøndelag - Trööndelage,6929.0,4873.0,70.3276086015298,12.036368884398902,68.4081397026988,80.4445085870977,11.069418386491558,4.0265550584499925,4.459517967960744,91.51392697358926,EKA50,Trøndelag - Trööndelage,6782.0,80.9938071365379,9.879091713358891,90.87289884989679,3.5535240342081984,5.5735771158950165
